freq,rskpovth,hhcomp,tenure,unit,geo,time,value,geo_label
A,TOTAL,TOTAL,OWN,PC,CH,2014,44.5,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2015,43.4,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2016,42.5,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2017,41.3,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2018,42.5,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2019,41.6,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2020,42.3,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2021,42.2,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2022,42.3,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2023,42.6,Switzerland
A,TOTAL,TOTAL,OWN,PC,CH,2024,42.0,Switzerland
A,TOTAL,TOTAL,OWN,PC,CY,2007,74.1,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2008,72.3,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2009,74.1,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2010,73.1,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2011,73.5,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2012,73.2,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2013,74.0,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2014,72.9,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2015,73.0,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2016,72.5,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2017,70.7,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2018,70.1,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2019,70.0,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2020,70.9,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2021,71.3,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2022,70.5,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2023,70.1,Cyprus
A,TOTAL,TOTAL,OWN,PC,CY,2024,69.4,Cyprus
A,TOTAL,TOTAL,OWN,PC,CZ,2005,73.5,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2006,74.1,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2007,74.5,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2008,75.8,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2009,76.6,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2010,78.7,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2011,80.1,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2012,80.4,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2013,80.1,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2014,78.9,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2015,78.0,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2016,78.2,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2017,78.5,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2018,78.7,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2019,78.6,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2020,78.9,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2021,78.3,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2022,77.1,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2023,76.0,Czechia
A,TOTAL,TOTAL,OWN,PC,CZ,2024,74.7,Czechia
A,TOTAL,TOTAL,OWN,PC,DE,2005,53.3,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2010,53.2,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2011,53.4,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2012,53.3,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2013,52.6,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2014,52.5,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2015,51.9,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2016,51.7,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2017,51.4,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2018,51.5,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2019,51.1,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2020,50.5,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2021,49.1,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2022,46.5,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2023,47.6,Germany
A,TOTAL,TOTAL,OWN,PC,DE,2024,47.2,Germany
A,TOTAL,TOTAL,OWN,PC,DK,2003,66.0,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2004,67.2,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2005,66.6,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2006,67.4,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2007,67.1,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2008,66.5,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2009,66.3,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2010,66.6,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2011,68.7,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2012,66.0,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2013,64.5,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2014,63.3,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2015,62.7,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2016,61.7,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2017,62.2,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2018,60.5,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2019,60.8,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2020,59.3,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2021,59.2,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2022,59.6,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2023,60.0,Denmark
A,TOTAL,TOTAL,OWN,PC,DK,2024,60.9,Denmark
A,TOTAL,TOTAL,OWN,PC,EA,2011,66.6,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2012,66.9,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2013,66.5,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2014,66.7,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2015,66.4,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2016,66.3,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2017,66.1,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2018,66.2,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2019,65.8,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2020,66.0,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA,2021,65.8,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)"
A,TOTAL,TOTAL,OWN,PC,EA18,2005,63.6,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2007,71.2,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2008,71.5,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2009,71.6,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2010,66.6,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2011,66.7,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2012,67.0,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2013,66.6,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2014,66.7,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2015,66.2,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2016,66.1,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2017,65.9,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2018,66.0,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2019,65.6,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA18,2020,65.8,Euro area - 18 countries (2014)
A,TOTAL,TOTAL,OWN,PC,EA19,2005,64.0,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2007,71.4,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2008,71.7,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2009,71.9,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2010,66.8,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2011,66.9,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2012,67.2,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2013,66.9,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2014,66.9,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2015,66.4,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2016,66.3,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2017,66.1,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2018,66.2,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2019,65.8,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2020,66.0,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA19,2021,65.8,Euro area - 19 countries  (2015-2022)
A,TOTAL,TOTAL,OWN,PC,EA20,2014,67.0,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2015,66.7,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2016,66.6,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2017,66.4,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2018,66.4,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2019,66.1,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2020,66.2,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2021,66.0,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2022,65.2,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2023,65.2,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA20,2024,64.5,Euro area – 20 countries (2023-2025)
A,TOTAL,TOTAL,OWN,PC,EA21,2014,67.5,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2015,67.0,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2016,66.9,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2017,66.7,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2018,66.8,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2019,66.5,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2020,66.6,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2021,66.4,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2022,65.5,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2023,65.6,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EA21,2024,64.9,Euro area – 21 countries (from 2026)
A,TOTAL,TOTAL,OWN,PC,EE,2006,87.8,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2007,86.8,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2008,88.9,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2009,87.1,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2010,85.5,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2011,83.5,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2012,82.2,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2013,81.1,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2014,81.5,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2015,81.5,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2016,81.4,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2017,81.8,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2018,82.4,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2019,81.7,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2020,81.4,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2021,81.6,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2022,82.0,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2023,80.7,Estonia
A,TOTAL,TOTAL,OWN,PC,EE,2024,79.3,Estonia
A,TOTAL,TOTAL,OWN,PC,EL,2003,75.3,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2007,75.6,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2008,76.7,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2009,76.4,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2010,77.2,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2011,75.9,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2012,75.9,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2013,75.8,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2014,74.0,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2015,75.1,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2016,73.9,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2017,73.3,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2018,73.5,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2019,75.4,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2020,73.9,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2021,73.3,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2022,72.8,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2023,69.6,Greece
A,TOTAL,TOTAL,OWN,PC,EL,2024,69.7,Greece
A,TOTAL,TOTAL,OWN,PC,ES,2007,80.6,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2008,80.2,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2009,79.6,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2010,79.8,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2011,79.7,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2012,78.9,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2013,77.7,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2014,78.8,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2015,78.2,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2016,77.8,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2017,77.1,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2018,76.3,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2019,76.2,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2020,75.1,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2021,75.8,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2022,76.0,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2023,75.3,Spain
A,TOTAL,TOTAL,OWN,PC,ES,2024,73.7,Spain
A,TOTAL,TOTAL,OWN,PC,EU,2011,70.5,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2012,70.5,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2013,70.0,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2014,69.9,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2015,69.4,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2016,69.2,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2017,69.3,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2018,69.3,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU,2019,69.2,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)"
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2007,72.8,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2008,73.2,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2009,73.1,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2010,70.4,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2011,70.3,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2012,70.3,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2013,69.8,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2014,69.7,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2015,69.2,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2016,69.0,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2017,69.2,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2018,69.2,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2007,2019,69.0,European Union - 27 countries (2007-2013)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2010,70.7,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2011,70.8,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2012,71.0,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2013,70.7,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2014,70.7,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2015,70.2,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2016,70.1,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2017,70.0,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2018,69.9,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2019,69.8,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2020,70.0,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2021,69.8,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2022,69.1,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2023,69.1,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU27_2020,2024,68.4,European Union - 27 countries (from 2020)
A,TOTAL,TOTAL,OWN,PC,EU28,2010,70.6,European Union - 28 countries (2013-2020)
